id,name,birthdate,gender,race,net_income,region,average_grades,num_bathrooms,distance_from_school,dropout
6299,Paulo Silva,2005-12-28,Male,Brown,5459.56,North,9.05,2,3.49,0
6300,João Martins,2004-07-11,Male,White,2971.6,South,4.0,1,3.03,0
6301,Paulo Oliveira,2008-09-21,Female,Brown,3127.96,West,0.51,1,11.83,0
6302,José Ribeiro,2008-05-19,Female,Black,2829.3,West,4.19,3,0.87,0
6303,Paulo Oliveira,2004-12-01,Male,White,3407.63,East,4.51,1,1.45,1
6304,João Oliveira,2002-06-12,Male,White,2677.61,East,7.38,2,7.47,1
6305,Ana Oliveira,2003-09-27,Male,Brown,1463.92,North,9.36,1,0.45,1
6306,Maria Santos,2007-12-23,Female,Brown,1327.92,West,4.73,2,0.99,1
6307,João Costa,2009-12-05,Female,White,3359.8,South,0.36,1,13.23,0
6308,Lucas Silva,2009-04-26,Male,Black,5459.49,Center,1.88,3,8.09,1
6309,Ana Pereira,2008-12-20,Male,White,2645.02,East,4.94,1,9.71,0
6310,Carla Lima,2001-08-13,Male,White,3134.92,West,0.62,2,5.03,1
6311,Clara Ferreira,2000-05-11,Male,White,1874.06,South,0.37,2,0.6,1
6312,Clara Ribeiro,2006-02-04,Female,Brown,1329.62,Center,0.13,1,13.06,1
6313,Lucas Martins,2006-02-16,Female,Black,2612.15,West,4.34,1,3.74,1
6314,Pedro Costa,2001-05-27,Female,Black,1169.32,West,8.06,1,10.44,1
6315,Lucas Ferreira,2001-06-09,Female,Brown,3730.27,South,1.88,2,1.55,0
6316,Paulo Souza,2006-07-12,Male,Brown,2313.25,West,8.6,1,8.89,1
6317,Lucas Ribeiro,2005-03-06,Male,Brown,2059.36,Center,7.81,1,3.88,0
6318,Lucas Costa,2008-10-25,Male,Brown,102.39,Center,8.77,1,2.26,0
6319,Camila Costa,2009-02-15,Female,Brown,1412.79,North,8.78,2,10.35,0
6320,João Costa,2006-07-08,Male,Black,3530.22,South,2.49,1,9.63,1
6321,Carla Pereira,2002-09-11,Male,Brown,3396.87,East,0.09,2,0.57,1
6322,Paulo Souza,2009-12-11,Male,White,1931.77,North,7.53,3,1.23,1
6323,João Costa,2004-04-04,Male,Brown,771.04,East,5.24,1,1.77,1
6324,Clara Santos,2002-01-16,Male,Black,1220.31,Center,7.59,1,0.93,1
6325,Carla Santos,2005-10-10,Male,Black,3356.78,West,2.33,2,14.7,1
6326,Carla Souza,2003-06-26,Male,White,4561.12,West,0.91,1,6.35,0
6327,Lucas Souza,2004-04-03,Female,Black,2114.55,South,6.61,1,2.03,1
6328,Clara Santos,2001-08-02,Female,Black,2125.74,Center,9.47,3,13.21,1
6329,Camila Martins,2007-05-21,Female,Brown,2515.18,West,5.84,2,0.73,0
6330,Camila Pereira,2004-08-21,Male,Brown,3746.51,Center,7.65,1,13.19,0
6331,Camila Ribeiro,2007-03-17,Male,Brown,3488.44,East,5.7,1,2.93,0
6332,Pedro Pereira,2005-12-13,Female,White,3226.24,West,7.33,1,9.35,0
6333,Maria Oliveira,2007-09-25,Male,White,3831.38,East,8.73,2,1.09,0
6334,Ana Pereira,2000-09-11,Female,White,3681.95,East,4.36,2,4.58,0
6335,Ana Pereira,2001-02-24,Female,Brown,4996.06,North,1.74,1,5.41,1
6336,Paulo Santos,2001-07-21,Female,White,3601.59,North,6.18,1,1.92,0
6337,Maria Pereira,2008-10-26,Male,Brown,1364.28,West,7.65,2,14.08,1
6338,Maria Santos,2009-12-19,Female,Brown,548.3,Center,9.09,1,9.81,1
6339,João Costa,2008-06-04,Male,White,1347.13,South,7.11,1,10.95,1
6340,Pedro Souza,2008-02-17,Female,Brown,3521.38,Center,2.08,3,4.43,0
6341,Maria Santos,2008-07-16,Male,White,3224.57,Center,6.78,2,3.56,1
6342,Paulo Ferreira,2001-06-08,Male,Brown,2445.56,East,2.29,1,9.44,1
6343,João Oliveira,2001-06-19,Female,White,2134.73,West,1.51,1,1.49,1
6344,Pedro Ribeiro,2007-11-28,Male,White,929.72,North,3.76,1,7.88,0
6345,Clara Souza,2003-05-25,Male,Brown,1709.51,North,1.98,2,5.46,0
6346,Pedro Lima,2003-04-25,Female,White,2394.0,Center,9.52,3,12.8,0
6347,Ana Oliveira,2009-04-27,Female,White,3624.64,East,7.08,1,11.02,1
6348,Paulo Martins,2004-08-27,Female,White,1018.48,North,9.4,2,12.41,1
6349,Maria Souza,2005-09-04,Male,White,68.08,South,1.13,1,7.08,1
6350,Maria Santos,2005-07-08,Female,White,623.9,West,5.51,1,1.79,1
6351,José Ribeiro,2008-07-23,Male,Brown,1228.93,East,5.3,2,8.03,1
6352,Clara Ferreira,2000-04-20,Female,Indigenous,4578.65,West,4.22,1,2.71,0
6353,Lucas Silva,2008-07-16,Male,Brown,2522.71,Center,5.79,1,11.4,1
6354,José Santos,2008-11-18,Male,White,2428.57,East,3.67,2,13.4,0
6355,Lucas Ribeiro,2009-08-09,Female,Black,-300.22,North,4.68,2,4.35,1
6356,Pedro Pereira,2004-12-12,Male,White,2793.3,South,0.25,1,6.14,1
6357,Ana Ferreira,2001-11-11,Female,White,2756.97,Center,2.77,1,14.25,0
6358,Maria Ferreira,2000-06-01,Female,White,1155.78,Center,5.26,1,14.8,0
6359,Clara Silva,2007-03-01,Female,White,4359.93,Center,5.69,1,8.65,1
6360,Ana Lima,2006-11-28,Female,Black,2304.62,North,5.07,1,11.61,0
6361,Lucas Ferreira,2000-10-10,Male,Brown,1926.77,East,9.48,1,0.12,1
6362,Lucas Pereira,2009-05-04,Male,White,1125.35,South,1.33,1,4.76,1
6363,Camila Souza,2006-06-24,Female,Brown,632.71,Center,2.24,1,9.73,1
6364,Ana Pereira,2008-07-04,Male,Black,3153.68,East,0.71,2,0.2,1
6365,Paulo Santos,2003-05-01,Female,Brown,3422.83,East,6.46,1,13.82,0
6366,Lucas Silva,2000-08-06,Male,Brown,2334.46,East,0.63,1,10.68,1
6367,Pedro Lima,2003-06-18,Female,White,3186.19,South,2.37,1,9.8,0
6368,José Costa,2005-08-18,Female,White,3096.12,Center,3.79,1,6.97,0
6369,Carla Silva,2003-11-13,Male,Brown,3118.09,North,5.8,2,0.26,1
6370,Lucas Ferreira,2001-10-04,Male,White,1190.1,East,6.55,1,12.91,1
6371,Maria Lima,2007-09-01,Male,White,1290.02,North,4.96,2,7.59,1
6372,João Souza,2001-09-03,Female,White,5205.51,North,6.81,2,6.59,0
6373,José Ribeiro,2005-10-24,Male,White,1906.5,East,7.01,2,7.19,0
6374,Lucas Ferreira,2001-01-19,Female,Black,5418.92,North,3.95,1,3.38,1
6375,Maria Pereira,2004-10-23,Male,Brown,2333.07,Center,5.55,1,8.77,0
6376,João Ferreira,2002-02-26,Male,White,-575.67,Center,6.63,3,8.56,1
6377,João Costa,2005-02-09,Male,Brown,3464.89,Center,4.92,2,8.45,1
6378,Paulo Ferreira,2007-07-25,Female,White,2964.97,North,8.44,1,12.83,0
6379,Lucas Ribeiro,2005-08-17,Male,Indigenous,1909.29,South,9.63,2,3.02,1
6380,Paulo Pereira,2005-09-07,Male,Brown,3252.46,West,8.65,3,3.29,0
6381,João Ferreira,2002-02-23,Female,White,2996.18,East,8.43,2,12.68,1
6382,Paulo Oliveira,2000-02-13,Male,White,1804.41,North,1.38,2,6.29,0
6383,Pedro Costa,2003-01-23,Female,Brown,4563.5,North,5.3,2,1.22,0
6384,José Ferreira,2009-04-25,Male,Brown,1651.83,South,8.44,1,6.35,0
6385,Camila Pereira,2007-09-17,Male,White,2092.03,East,2.94,3,14.57,1
6386,João Martins,2009-10-03,Male,White,4429.46,North,7.64,3,11.94,0
6387,José Ribeiro,2009-06-17,Female,Brown,1622.25,Center,2.89,1,0.75,0
6388,Paulo Pereira,2007-03-28,Female,Brown,4512.72,East,2.33,1,9.41,1
6389,Carla Costa,2001-09-23,Male,White,2577.4,Center,8.97,2,1.93,0
6390,Carla Costa,2005-09-05,Male,Brown,2360.97,East,6.12,2,13.07,1
6391,Camila Pereira,2001-09-09,Male,Brown,2881.47,North,3.48,2,5.34,0
6392,Lucas Costa,2001-04-05,Female,White,1916.8,West,9.15,3,7.16,0
6393,Pedro Souza,2009-05-16,Male,White,1822.24,Center,7.02,1,9.03,1
6394,João Lima,2008-11-10,Female,Brown,3357.71,West,7.66,3,8.66,0
6395,Camila Ribeiro,2003-05-16,Male,White,2289.52,West,7.16,1,9.39,1
6396,José Pereira,2004-10-12,Female,Brown,1776.23,East,6.51,1,11.64,1
6397,Paulo Oliveira,2003-09-08,Male,Brown,3633.95,West,0.85,3,7.65,1
6398,Carla Santos,2006-09-10,Male,White,4426.85,East,4.75,1,8.65,1
6399,Maria Oliveira,2008-07-26,Female,White,1392.76,Center,7.36,3,4.26,1
6400,José Oliveira,2002-07-10,Female,White,-281.42,South,4.03,1,10.63,1
6401,Clara Santos,2002-05-13,Male,Black,858.56,East,3.94,2,12.74,1
6402,João Ribeiro,2004-09-25,Male,Brown,3933.99,West,5.86,1,4.65,0
6403,Paulo Ribeiro,2009-01-20,Male,Black,7963.06,West,4.82,2,8.98,1
6404,Lucas Ribeiro,2006-07-08,Male,Brown,2679.94,East,1.6,1,7.59,1
6405,João Silva,2001-10-05,Female,Black,3290.98,South,6.67,2,4.99,0
6406,José Lima,2005-08-23,Male,Black,4150.91,East,7.6,1,6.15,1
6407,Paulo Pereira,2000-04-02,Female,Brown,1032.48,East,0.67,1,1.52,1
6408,João Santos,2007-12-18,Female,Brown,5580.66,East,0.38,1,1.53,1
6409,José Silva,2005-10-14,Male,Brown,3429.89,West,0.45,1,4.63,0
6410,Camila Oliveira,2003-07-02,Female,Brown,1499.2,Center,3.88,1,12.18,1
6411,Ana Souza,2004-08-05,Male,White,-459.59,East,8.92,3,6.35,0
6412,Ana Silva,2004-04-18,Male,White,2357.03,West,8.12,3,6.23,0
6413,João Martins,2000-03-27,Female,White,89.96,Center,5.23,3,10.48,0
6414,José Costa,2003-08-25,Female,White,3222.94,North,6.5,1,8.7,0
6415,Ana Martins,2004-01-11,Female,Brown,4031.07,Center,7.27,1,7.33,1
6416,Lucas Costa,2005-12-18,Male,White,2498.12,South,2.19,1,11.03,0
6417,Paulo Costa,2009-03-15,Female,Brown,-611.47,Center,6.63,1,10.21,1
6418,José Oliveira,2004-10-05,Female,Brown,1797.87,East,1.81,1,11.66,1
6419,Lucas Souza,2000-04-12,Female,White,1490.6,East,0.77,1,11.91,1
6420,Paulo Lima,2006-05-28,Male,Black,1247.43,East,3.15,1,4.42,1
6421,Maria Santos,2000-02-22,Female,White,159.72,South,3.78,2,11.54,0
6422,Pedro Martins,2008-09-15,Female,White,1855.95,Center,0.17,2,14.14,1
6423,Pedro Martins,2002-03-17,Female,Brown,2720.22,North,3.35,3,8.27,1
6424,João Santos,2000-05-27,Female,Black,1097.68,East,6.54,1,2.13,1
6425,Maria Souza,2006-11-20,Male,White,1621.47,East,8.38,1,9.91,1
6426,Pedro Martins,2006-12-28,Female,Brown,340.27,East,1.94,1,9.62,1
6427,Ana Oliveira,2009-06-13,Female,White,2726.44,South,6.37,2,14.5,0
6428,Lucas Ribeiro,2007-04-16,Female,White,1393.73,Center,9.45,2,7.11,1
6429,João Ribeiro,2005-04-10,Female,Brown,522.93,East,4.06,1,12.95,1
6430,José Ribeiro,2002-09-28,Female,Brown,1164.93,North,4.79,1,7.9,1
6431,Paulo Santos,2000-07-17,Male,White,2592.65,North,5.86,2,10.04,0
6432,Ana Silva,2009-06-13,Female,Black,1769.64,East,4.13,1,9.39,1
6433,Clara Pereira,2006-01-19,Male,White,2036.09,South,4.36,2,13.06,1
6434,Pedro Santos,2002-08-26,Female,White,4437.74,West,0.08,2,15.0,0
6435,João Silva,2005-08-14,Female,White,3817.5,West,4.77,1,1.03,0
6436,Maria Ribeiro,2002-05-24,Female,Brown,2336.81,Center,0.44,1,4.47,1
6437,Paulo Santos,2002-06-02,Female,Brown,120.62,South,8.75,1,8.26,0
6438,Ana Oliveira,2009-01-18,Female,White,-386.81,North,5.0,1,5.7,0
6439,Lucas Martins,2001-03-10,Female,White,1862.82,East,0.5,1,5.73,1
6440,João Lima,2002-10-14,Female,White,493.67,North,7.97,2,6.64,1
6441,João Lima,2004-06-14,Female,Brown,1788.97,North,3.55,1,10.43,1
6442,Ana Oliveira,2008-05-27,Male,Black,3966.45,West,7.08,1,10.55,0
6443,Maria Martins,2001-10-14,Female,Black,1877.38,South,3.88,2,5.73,1
6444,Carla Pereira,2008-04-03,Female,Brown,2935.43,West,0.87,2,5.33,0
6445,Carla Martins,2008-05-20,Female,White,2895.02,North,0.13,1,3.22,1
6446,João Silva,2006-10-28,Female,Brown,2196.42,South,8.73,3,14.17,0
6447,Ana Ribeiro,2007-03-10,Female,Brown,3511.16,Center,8.31,1,9.76,0
6448,Maria Silva,2004-05-09,Female,Brown,3597.5,Center,0.25,1,0.19,1
6449,Pedro Ribeiro,2003-12-20,Female,Brown,2987.73,Center,3.74,2,13.06,1
6450,Paulo Costa,2008-02-09,Male,White,1353.44,West,0.29,1,11.44,1
6451,Pedro Oliveira,2005-12-21,Male,White,2489.18,South,4.56,1,3.01,1
6452,João Santos,2009-03-04,Female,White,3936.03,South,9.52,1,2.39,0
6453,João Martins,2002-02-18,Male,White,2165.91,West,8.93,2,0.72,0
6454,Camila Silva,2004-02-24,Female,White,-1339.98,Center,4.23,1,2.15,1
6455,José Ribeiro,2007-11-17,Female,White,1119.59,Center,8.66,2,13.71,1
6456,Camila Pereira,2009-09-16,Female,Brown,2632.19,East,0.36,1,7.04,1
6457,Pedro Oliveira,2007-05-05,Female,Brown,4762.79,East,3.04,2,7.77,1
6458,Maria Ribeiro,2003-02-16,Male,White,834.74,Center,9.66,2,8.31,0
6459,José Costa,2006-09-23,Female,Black,3962.52,South,0.85,1,1.45,1
6460,João Santos,2009-10-21,Male,Brown,5770.67,North,2.13,1,0.39,1
6461,Paulo Pereira,2001-03-26,Female,White,4481.52,North,2.33,3,1.98,0
6462,Clara Martins,2006-11-02,Female,White,4042.7,South,6.77,2,6.08,0
6463,Clara Santos,2009-04-26,Male,White,4499.87,South,9.78,1,2.78,1
6464,Paulo Costa,2007-10-02,Male,Brown,3560.8,East,0.07,1,2.49,0
6465,João Lima,2009-02-02,Male,White,3088.38,South,8.7,1,10.34,0
6466,Camila Ferreira,2001-12-21,Male,Brown,2910.03,South,0.3,1,9.22,0
6467,José Pereira,2005-05-08,Male,Brown,4471.86,Center,0.58,2,8.92,1
6468,José Pereira,2002-05-19,Male,Brown,4220.93,East,9.72,1,12.99,1
6469,Paulo Costa,2009-05-25,Female,Brown,386.98,West,0.79,1,4.95,1
6470,João Santos,2007-08-24,Female,Black,3670.1,East,2.9,1,0.69,1
6471,Lucas Ribeiro,2001-04-06,Female,Brown,4336.78,South,4.15,1,1.43,0
6472,Clara Martins,2003-02-06,Male,Brown,5024.08,East,5.68,3,4.01,1
6473,Ana Costa,2007-09-28,Female,White,2370.71,East,5.19,3,6.88,0
6474,Pedro Martins,2008-09-09,Male,White,4336.53,Center,3.67,2,3.25,1
6475,Lucas Costa,2008-06-20,Female,White,1493.68,West,1.04,1,5.06,0
6476,Carla Souza,2007-10-09,Male,Black,3294.2,East,9.74,2,12.17,1
6477,José Santos,2002-07-06,Male,White,2035.6,West,3.0,1,10.33,1
6478,José Martins,2009-03-07,Male,Brown,1858.5,East,6.94,2,6.92,0
6479,Paulo Martins,2001-06-01,Male,Brown,5558.73,East,1.02,1,3.66,0
6480,Carla Ribeiro,2005-04-04,Male,White,1679.32,West,3.07,2,2.37,0
6481,João Costa,2004-06-11,Female,Brown,1933.95,North,6.8,1,12.64,1
6482,Carla Lima,2001-02-26,Female,Brown,2941.19,Center,9.49,2,8.97,0
6483,Camila Martins,2002-02-10,Male,White,5805.91,East,0.29,1,4.66,1
6484,Clara Costa,2009-05-28,Male,Brown,-596.82,North,5.71,3,3.56,1
6485,João Martins,2003-03-07,Female,Black,1897.85,East,0.91,1,7.84,1
6486,Pedro Oliveira,2004-02-10,Female,White,1102.95,South,2.39,1,3.08,0
6487,Pedro Martins,2009-11-27,Female,Black,3939.51,West,2.65,1,5.12,1
6488,Lucas Silva,2003-08-11,Female,White,957.72,Center,4.13,1,14.32,1
6489,Paulo Pereira,2008-05-09,Male,White,4228.5,West,3.94,1,9.81,0
6490,Clara Ribeiro,2008-12-15,Female,White,2787.97,East,5.76,1,0.55,1
6491,Carla Silva,2007-11-20,Female,Brown,2306.24,Center,1.86,1,12.49,1
6492,Lucas Souza,2008-11-08,Female,White,1524.9,Center,7.33,1,7.25,1
6493,João Santos,2000-02-04,Female,White,2920.53,South,8.25,1,11.55,0
6494,Ana Oliveira,2003-12-04,Male,Brown,5528.84,South,1.04,2,10.29,1
6495,Maria Souza,2008-11-17,Female,Brown,2320.09,Center,6.68,1,8.57,1
6496,Paulo Ribeiro,2001-02-28,Female,Brown,1772.87,West,0.44,1,4.52,1
6497,Lucas Ribeiro,2003-04-25,Male,Brown,2056.83,West,1.99,1,1.37,0
6498,Lucas Ferreira,2001-12-08,Female,White,1329.03,East,4.06,2,8.12,1
6499,Paulo Costa,2007-01-17,Female,White,2098.9,East,7.56,2,7.27,0
6500,Clara Martins,2000-03-08,Female,Brown,1449.29,South,4.86,1,14.18,1
6501,João Martins,2006-05-02,Male,White,2179.58,South,6.61,1,13.06,0
6502,Camila Lima,2001-08-15,Female,Brown,4376.06,Center,4.13,1,0.3,0
6503,Carla Lima,2001-07-10,Female,Brown,1072.74,Center,1.01,2,1.78,1
6504,Paulo Souza,2005-12-15,Male,Brown,2169.2,East,10.0,1,3.06,1
6505,Lucas Oliveira,2008-09-27,Female,Brown,1505.8,North,5.39,1,5.55,0
6506,Lucas Ribeiro,2004-08-21,Male,White,2936.38,South,6.74,1,6.08,0
6507,Carla Silva,2003-10-08,Female,Brown,2276.43,South,8.51,1,12.13,0
6508,Clara Ferreira,2004-08-17,Female,White,4106.04,South,4.98,2,9.78,0
6509,Pedro Pereira,2003-04-21,Male,White,2446.66,North,6.32,2,1.44,0
6510,José Oliveira,2006-05-28,Male,Brown,696.79,East,7.85,2,6.59,0
6511,Clara Ribeiro,2003-10-13,Female,White,3489.91,East,9.93,2,13.47,1
6512,Camila Silva,2003-11-24,Female,White,1383.9,Center,1.73,2,2.45,1
6513,Ana Silva,2008-05-17,Male,White,2425.5,North,9.82,1,14.73,0
6514,Camila Martins,2007-02-15,Male,White,2944.65,East,7.93,1,8.64,0
6515,José Ferreira,2003-01-20,Female,Brown,-635.2,North,3.05,1,4.64,1
6516,Camila Costa,2007-11-17,Male,Brown,-1047.06,East,6.36,1,10.47,1
6517,Paulo Silva,2007-12-01,Male,Brown,2934.82,East,9.14,1,2.96,0
6518,Maria Lima,2007-08-03,Female,Brown,1263.14,Center,2.48,1,1.52,1
6519,Camila Souza,2007-08-13,Male,White,2964.67,Center,6.95,3,7.92,0
6520,Carla Pereira,2002-09-10,Female,White,2885.0,Center,9.84,1,0.85,0
6521,Camila Oliveira,2007-03-05,Male,Brown,2853.4,Center,6.94,1,3.49,1
6522,Lucas Souza,2007-09-19,Male,White,2519.54,West,8.51,1,14.63,1
6523,Carla Pereira,2007-09-09,Male,White,5901.31,South,8.2,1,14.35,0
6524,José Ribeiro,2001-12-18,Male,Brown,1460.7,Center,5.23,2,2.88,1
6525,Lucas Santos,2007-09-07,Female,Brown,2113.59,South,9.05,2,4.18,0
6526,Clara Oliveira,2005-03-08,Female,Black,1116.98,North,0.85,2,14.97,1
6527,Lucas Silva,2001-07-25,Male,White,1832.3,North,7.57,1,6.51,0
6528,Lucas Lima,2005-04-05,Female,White,-1384.67,West,1.04,1,1.16,1
6529,João Ferreira,2000-08-24,Male,White,2768.83,East,1.2,2,2.78,0
6530,Lucas Santos,2004-09-16,Female,White,2010.2,West,2.96,2,12.02,1
6531,Paulo Souza,2004-12-11,Male,Brown,1669.69,Center,2.5,1,13.66,0
6532,Paulo Ribeiro,2003-03-02,Female,White,2530.68,South,2.75,1,14.83,0
6533,Clara Ferreira,2008-11-20,Female,Black,3195.43,North,6.37,2,13.26,0
6534,Paulo Martins,2009-09-27,Female,Brown,3819.08,East,6.75,2,11.95,0
6535,Camila Souza,2004-04-23,Male,Brown,660.39,West,5.4,1,5.56,0
6536,Ana Ribeiro,2006-12-13,Female,Brown,1150.86,East,7.08,2,9.87,1
6537,Ana Oliveira,2002-04-07,Female,Brown,1732.74,South,6.49,2,1.07,0
6538,João Martins,2005-11-07,Male,Brown,829.03,North,7.99,2,11.28,1
6539,Clara Martins,2000-12-18,Female,White,-520.43,East,8.58,1,8.44,1
6540,José Pereira,2006-02-18,Female,Black,1757.56,East,2.65,2,14.03,1
6541,Ana Martins,2009-02-11,Female,White,1644.51,South,6.86,2,5.58,0
6542,José Ferreira,2006-08-25,Female,White,1958.4,North,7.79,1,4.71,0
6543,Clara Oliveira,2006-06-08,Female,Brown,2417.7,West,2.37,1,11.02,1
6544,Paulo Santos,2009-10-24,Female,Brown,4362.59,North,5.23,2,4.85,0
6545,José Lima,2003-12-17,Female,White,-582.08,Center,5.32,3,1.96,0
6546,Ana Oliveira,2006-05-17,Female,White,3815.54,South,5.69,1,8.21,0
6547,Maria Pereira,2006-03-01,Male,Brown,2966.02,South,8.39,3,11.4,0
6548,José Santos,2007-04-08,Male,White,1466.73,North,5.27,2,2.78,1
6549,Lucas Costa,2005-01-06,Male,White,1226.64,Center,2.67,1,13.63,1
6550,Clara Oliveira,2002-06-16,Female,Brown,4202.78,North,1.62,1,5.16,1
6551,Clara Lima,2009-05-07,Male,Brown,3484.92,South,1.4,2,13.3,0
6552,Camila Oliveira,2009-04-28,Male,White,2824.24,South,0.08,1,12.37,1
6553,Ana Silva,2002-04-20,Male,White,2737.3,Center,9.56,2,5.27,0
6554,Pedro Silva,2000-02-04,Male,Brown,1513.3,South,4.69,1,8.81,0
6555,João Santos,2002-09-02,Male,White,4162.36,West,2.23,3,7.93,1
6556,Pedro Silva,2002-05-11,Female,Brown,2367.99,South,5.21,1,14.82,0
6557,Carla Oliveira,2003-05-23,Female,White,3485.74,Center,0.7,1,10.2,1
6558,Ana Silva,2007-04-08,Female,White,176.41,North,3.47,2,10.51,1
6559,Maria Santos,2007-12-06,Male,White,5308.42,North,7.62,1,0.39,0
6560,Lucas Lima,2001-02-04,Female,Black,3899.84,Center,4.48,1,2.59,1
6561,Pedro Silva,2001-10-04,Male,Brown,541.13,West,0.28,1,7.62,1
6562,Maria Ferreira,2006-05-27,Male,Black,3077.43,East,3.56,3,9.29,1
6563,Paulo Santos,2008-08-07,Female,Black,3044.2,East,7.77,1,9.76,0
6564,João Souza,2006-01-22,Female,White,2949.17,West,2.9,2,0.83,0
6565,Lucas Oliveira,2004-05-20,Male,White,-71.49,East,4.05,1,9.21,1
6566,Maria Souza,2005-08-04,Female,White,5810.43,West,6.71,1,6.09,0
6567,Paulo Martins,2002-09-21,Female,Brown,-927.43,South,8.55,1,8.1,1
6568,Carla Lima,2007-09-25,Female,Brown,615.21,West,4.52,1,2.24,1
6569,Maria Lima,2008-12-26,Female,White,3795.25,North,5.29,1,12.9,0
6570,Maria Oliveira,2005-12-21,Female,Black,3079.49,East,0.95,1,3.22,1
6571,Carla Pereira,2000-06-28,Male,Brown,1955.58,West,3.46,2,7.6,1
6572,Pedro Lima,2005-03-07,Male,Black,2458.46,South,4.48,2,13.72,1
6573,Lucas Oliveira,2001-07-26,Female,White,1669.59,Center,5.95,1,13.72,1
6574,Camila Martins,2004-09-21,Female,Brown,1998.92,East,6.52,2,7.42,0
6575,Maria Souza,2006-07-14,Male,White,3148.41,North,9.65,2,13.81,0
6576,Carla Oliveira,2007-10-25,Male,White,2235.42,East,1.94,2,4.92,0
6577,Paulo Ribeiro,2004-01-08,Male,Black,3002.56,North,5.49,2,13.77,1
6578,Maria Costa,2000-02-05,Male,White,3391.21,East,0.81,1,4.99,1
6579,José Silva,2002-07-20,Female,Brown,812.73,East,7.27,1,1.0,1
6580,Ana Souza,2003-02-23,Female,White,3899.26,Center,9.11,2,14.24,0
6581,João Ferreira,2005-05-26,Male,White,3487.82,South,9.93,3,0.59,0
6582,Lucas Pereira,2005-05-04,Female,White,539.2,West,3.4,1,2.22,1
6583,Maria Santos,2005-02-14,Female,White,2350.05,North,6.0,2,14.69,1
6584,Pedro Souza,2002-09-26,Male,Brown,633.5,West,2.63,3,0.58,1
6585,Paulo Costa,2004-06-01,Male,Brown,3683.54,Center,9.69,3,0.46,1
6586,Paulo Silva,2008-10-28,Female,Brown,1013.02,West,5.08,1,5.53,1
6587,Maria Silva,2009-02-24,Female,White,-306.04,Center,3.5,1,12.41,1
6588,Ana Ribeiro,2000-10-19,Female,White,3484.83,West,0.12,2,1.19,0
6589,Paulo Martins,2007-04-03,Female,White,2419.1,East,6.57,2,6.94,1
6590,José Pereira,2008-05-08,Female,Brown,2348.02,Center,6.07,2,14.07,0
6591,Ana Silva,2009-06-10,Male,Brown,1772.3,East,1.74,2,7.39,1
6592,Carla Martins,2004-06-17,Female,White,377.67,East,7.22,1,11.31,1
6593,Carla Oliveira,2000-11-16,Female,Brown,304.2,North,9.66,1,2.29,0
6594,Paulo Ferreira,2002-10-16,Female,Brown,2086.19,South,5.47,2,1.13,0
6595,Maria Martins,2007-04-09,Male,Brown,1925.45,West,8.81,1,3.82,0
6596,Paulo Souza,2008-07-06,Male,White,2452.07,East,7.83,1,3.98,0
6597,Maria Lima,2000-05-23,Female,White,4066.26,West,8.54,1,4.63,0
6598,Maria Martins,2002-06-27,Male,White,3145.11,West,6.51,1,7.94,0
6599,José Souza,2002-01-25,Male,White,4599.8,North,3.76,1,1.02,1
6600,Lucas Souza,2003-07-21,Female,White,4095.52,East,8.81,2,13.26,0
6601,Lucas Costa,2008-05-23,Male,White,2278.94,West,8.55,1,4.46,1
6602,Clara Martins,2009-04-20,Male,White,1650.25,Center,0.07,1,7.57,1
6603,Clara Silva,2006-06-12,Female,White,2350.05,South,8.15,2,3.55,1
6604,Maria Costa,2001-03-18,Male,White,304.99,West,0.4,2,14.36,0
6605,Ana Martins,2003-12-03,Male,White,1056.62,North,5.16,2,1.6,0
6606,Lucas Souza,2005-07-19,Male,White,2945.38,Center,0.07,3,3.15,0
6607,Camila Ribeiro,2000-10-22,Male,White,3811.89,East,6.21,1,8.51,0
6608,Pedro Pereira,2004-03-08,Female,Brown,959.43,West,6.98,2,11.4,0
6609,Carla Pereira,2000-12-20,Female,White,1973.14,East,7.78,2,1.88,1
6610,Lucas Santos,2000-09-02,Male,White,5991.8,South,9.82,1,11.4,1
6611,João Silva,2000-11-08,Male,Black,1059.79,Center,6.22,1,1.87,1
6612,Pedro Martins,2001-02-26,Male,Brown,2628.71,East,9.28,1,6.15,0
6613,Ana Ribeiro,2003-02-04,Male,White,3027.74,East,0.09,1,7.27,0
6614,Clara Ribeiro,2003-07-12,Female,White,4439.64,South,5.6,3,3.74,0
6615,Carla Silva,2001-04-25,Male,Brown,1396.14,Center,4.19,1,0.65,1
6616,João Martins,2004-05-05,Female,White,2128.89,North,6.41,3,13.68,0
6617,Pedro Ferreira,2005-06-18,Male,White,4385.34,West,5.35,1,6.49,0
6618,Camila Silva,2000-01-20,Male,White,4556.46,North,6.21,1,14.34,1
6619,Camila Ferreira,2009-11-16,Male,Brown,4717.61,West,6.21,3,10.27,0
6620,José Martins,2001-04-27,Female,White,1672.68,Center,1.13,1,3.52,1
6621,João Souza,2007-10-25,Female,Brown,1871.11,East,0.95,1,12.33,1
6622,Camila Silva,2005-07-26,Female,White,4863.17,South,3.79,1,8.71,0
6623,Ana Costa,2005-09-18,Male,White,2456.6,South,7.72,2,12.37,0
6624,Carla Ribeiro,2007-09-23,Male,Brown,3717.57,West,2.33,1,13.86,0
